Song super bro	other-language
D boss fanzzz	Kannada
Game yavadu bro adu	Kannada
Found 806 rashmika mangannas....	Kannada
@shiva prakash en guru ninn problem uu	Kannada
Shaata  ivrnella borderg kalsbeku gotagutte	Kannada
2nd time yaar nodtha ideera	Kannada
Give a picture	other-language
Ramesh Snakannanavar nLAR	other-language
Illi neevu aa hesaranna heLohagoo ilvalla.48 beka bitti thinno baayiglu ottigr barathve.modalu lancha hogbeku	Kannada
Avana Basha Yevadu	Kannada
@Nandi Parthasarathi	Kannada
I am addicted malayalam version song nHands up to ajaneesh loknath and Malayalam singer	other-language
Lucchan Tara para basheyavra thika nekkbardu ashte Alva guru	Kannada
E type movie na tamilali Vishal madidare mostly adara remake aadru aagirbahudu	Kannada
vane nodri sriman narayan love from belagavi	Kannada
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs ganchali jasti madbedaa  loffer	Kannada
Song is super	other-language
Kannada industry dhool....	Kannada
He is look like Virat kohli	other-language
Super hero prajval devraj I like I love hero but avara time sari ila adke avara movie hit agtila but ivarige vale director sigbeku benki hero prajval I love boss E cinema adru nimge success tandu kodali..devru idane munde nugta eri boss god bless you	Kannada
E tik tokrs ondisht jana mental galu bro avugalna tik tokrs anodkina chainis anbekku	Kannada
Super gurunJai hind Jai Indian army	Kannada
Kudla dagul yerla ullara‍‍	other-language
Spr song	Kannada
Hindi song trailer no promotion release Hindi trailer in Hindi channel	other-language
Rasmika	Kannada
Yaradru sahitya haktara anta nodtidd	Kannada
Kannada always no.1 agirbeku kannada belsi ulsi esta agli esta ellade edru plz like madi dislike madbedi kannadadavre dislike madidre hege yar fan adre enu kannada belsokr	Kannada
@Nandi Parthasarathi jai gojjekesari gayashini Sule magne cheeti kalla  badige tulla	Kannada
Geret oumaanniere warold if shankar aswata	Kannada
Whitefield nalli yav theatre nallu hakalla kachada nanmaklu nodoke	Kannada
@Nandi Parthasarathi	other-language
Super  songs	Kannada
Amezing bro i love your rost	other-language
Bro Gadi le hoge nintkoloke heali avn beja bayge barrage bole magange	Kannada
Nam amma helidaare rakshit shetty dual role erodu anta....Nodana!	Kannada
@Kiccha Vitthal papa bidu guru amele athbitre kashta attar flop ago movie ge support madtavre	Kannada
Super lyrics guru no	Kannada
Osam bro big fan	other-language
jasti salary annodu kalko.. nin helid matu enadru auto drivers	Kannada
Upendra tara ideas eroru PM	Kannada
@Nandi Parthasarathi sarcasm	other-language
@Asha Asha good be happy..	other-language
enu tiktok use madorige mariyadi ela avru indian ne ala..	Kannada
Anusha Kumarswamy yes	other-language
Yarayellam FDFS ppga ippove ready agitinga	Tamil
Ennada viswasam mersal sarkar madhri time la likes and views create pannalayae	Tamil
yuvan vera level ya .... valuable script. SK in action	Tamil
70 vayasulayum thanoda rasigargala sandhosapadutha ipdi ulaikuraru ivara poi kayapaduthuranungale echainga ulachu vaalanum	Tamil
all the best anna...Telugu makkal selvan fans	Tamil
1:17 verithanama iruku nu solravanga like podunga	Tamil
mokka ya tha iruku trailer antha level ku perusa onnum illa	Tamil
Vera level next movie Ida vida bayangaram ha irukunum	Tamil
Saamy2 hindi dubbed kb la rahe ho	other-language
Verithanamana trailer aiyoo Diwali kaithi Diwali🤩🤩	Tamil
Shakti maaaaaan. sankarji vazhangum Sakthi man 2.0. . Ondru Hollywood tharathukku meala illa atharku nikaraanatha irukanum.	Tamil
wait and watch ennu neraya neraya neraya Erika Thala mass activity's	Tamil
Tamizha Na la mudiyatha thu ethuvume illa...#Sankar sir proof it...2.0v va support pannuvom  Na like pannunga	Tamil
Jai... Vijay Sethu pathi Jai.... Chiranjeevaa.... Syeraa... Narasimha Reddy Syeraa.... Vijay pandya	Tamil
Padu mokkai, ean thalayai kooni kondu nikkuthu thalai	Tamil
Kannane kanne 96 Milion views	Tamil
Thala epo vum   masss tha	Tamil
Oru shotla kooda karu vizhi asayala	Tamil
Over nyt la 5 million views ah	Tamil
1999 super hit movie vaali continuously 2019 blockbuster movie nerkonda paarvai	Tamil
Opening dialogue is semma Oru vela double actinga	Tamil
I  am simbu fans like dhanush acting	Tamil
Thala Vera level.. luv u so much	Tamil
Superb trailer....waiting for tharamana sambavam on pongal	Tamil
En bha intha padathula sivakumar ku role iruka..	Tamil
Oruthar Mela viswasam katradhukaga innoruthara yen assingapaduthuringa	Tamil
Pongal _ viswasam_ like petta comment	Tamil
Morning enthericha odane trailer pakravaga like poduga	Tamil
Inum na sagurathu kulla intha mathiri yethana kodumaiya paka poranoo therilayee	Tamil
Haiyooo.. hero roll ku indhe munji sariye waradhu.	Tamil
Rajani is back with a bangggg	Tamil
Mass vjs...he is more mass den ajith vj rajni	Tamil
Mela epdi vanthenu mela vanthavan kita thana keka mudiyum	Tamil
thalaivar na  mass summa athirueilla semma	Tamil
After Iru Mugan Most Awaited Vikram movie	Tamil
Nkp  means nalla kalapum pataiya super thalaaaasaaaaaaaaaaaaaaaaaa	Tamil
Nice  But pesura dialogue onnum puriyala romba unnipa ketka vendieruku... Music over loaded	Tamil
Ajith fans reaction  Kaithi movie director Next Thalapathy movie yoda director  Nalla irukunu sollalama ila mokkanu sollalama🤔🤔🤔  Billa pandi hitunu soli otikalam	Tamil
complete mass trailer Vera level pantanga	Tamil
Enna NKP theme song maari irruku	Tamil
33k dislikes Hiphop aadhi na fans🤣	Tamil
#Nerkondaparvai padam citizen,vidhi  padathirkku piragu oru arumayana  Court scene ah irukkumunnunnu  பட்சிசொல்லுது	Tamil
hindi me release nehi hogi ka	other-language
Karthi sir ahhh puthusaaa pakara mathiri iruku	Tamil
Marana mass karthi broo ninga vera level	Tamil
Ultimate star ajithkumar vera level thala	Tamil
Thalaivar Samma chance sea illa pa	Tamil
1:29...Sarkar. Ennana theriyela ellam padathalayum villain thookiye aavanuma?	Tamil
Virgin pasanga ellam oru like ah podungo	Tamil
Ulaga varalatru nayagan DHANUSH rasikan da	Tamil
Manju  chechi  ...fans  like adi....	Tamil
Dhanush anna super teejay anna veum super	Tamil
Padam vera level a irukum pola	Tamil
Thala lam oru allu punda  Poda pitta badu	Tamil
2 Million likes and views adikirom nu solra thala veriyargal like eh podunga	Tamil
Climax dialog vera level ellam fans kum porunthum	Tamil
30m view varunu solluravinga mattum likes podunga	Tamil
unnam yaar yaar laam thoogama trailer paathutu irukinga like pannuga	Tamil
Ameedap sir yellam thandi poitinga Thala mirattalana performance.	Tamil
Kaithi vera level Karthi anna Yepovamaa mass	Tamil
Arjun Sir Waiting Ungala Screen La Parkuradhukku Rmba Day Aprm HeroVa Pannirukkinga 🤗Vanga Sir Vanga	Tamil
# Court la ippudillam kaththa kudathu Mr. vandu #Kaduppethurar my load	Tamil
Trailer parthutu verii yethitu irukavaga like pannuga	Tamil
sathyama soldren adichii underware oda oda vittruven mannam pona tirumbi varadhu pongal paraak nanga than rajini than geathu	Tamil
Paka thana pora intha Kaali oda aatatha....	Tamil
Nee vaa...diwaliku unna meet panren...by bigil verithanamana veriyan	Tamil
Indha padatha copynu solli evanum case podalaya da	Tamil
Vadachennai ku aprom oru come back pa	Tamil
Chiyan vikram fanse from kerala	Tamil
Thalaivar eippavum mass than.. Sirapana pongal eruku.. Am waiting thailavaa.	Tamil
O:12sec lifestyle logo in tamil..See  in hindi trailer no logo..	Tamil
Hit like for Vijay Mama Oombu fans  katharals	Tamil
Trailer la Rajini illainu feel panravanga Like  Pannunga	Tamil
Siva vera level transformation  intriguing trailer	Tamil
Dhanush intha padathula nadikkavae theriyala, vazhlthuru karuya	Tamil
Athana haters um odi poidunga , illa adichi underwear oda vitruvom	Tamil
Ayya rajini avargale arasiyal ungalukku vendam..	Tamil
Siva va Rombha scene ah illama iruntha nalla irukkum	Tamil
Rajini sir semma style ah irukaru... mass ....	Tamil
Any thala fan's here means like panuga pakala  because I am thala fan	Tamil
irukku diwalikku sarvedi irukku pakka kaithi	Tamil
Hindi me kab aayegi ye movie	other-language
Innum konjam expect panninen. But not. Bad ajith innum konjam adhikama mass kattalam  Hardcore vj fan from Srilanka	Tamil
1st trailer ra compare pannala entha trailer la music lack la  erruku nu nanakan......	Tamil
Chiyaan getup mass nu solravanga like podunga	Tamil
Thalapathy vijay fans ...here ..hit like ...nanba nanbigal	Tamil
Aowseome fellim super star is king hero in India tala tala dhan da	Tamil
Bollywood ki pink movie ka remake	other-language
Thalaen nenkonta panrvai indian cinemavai thinaraadikum .....	Tamil
Vijay sethupathi fans like ah podunga	Tamil
BATMAN 🦇 Fans Hit Like here	Tamil
102k views 152k likes vera level	Tamil
pandey enna naduvula enthiruchu enthiruchu kathittu irukaapla	Tamil
Ommala Oru pundaium puriyala enna Sunny ithu	Tamil
Marana sambavam iruku... Asuran kandippa blockbuster tha	Tamil
Meanwhile Sivakumar to Akshay Kumar: en inam ada nee	other-language
Namba Pullaingo yella Ipo ingatha erupanga. Thalapathy 64 Director la	Tamil
Oru Manisana  azhichidalam, avanudaiya sinthanaiyaium sitthanthathaium yaralum azhikka mudiyathu..  Lovely both of   Suyama sinthikka therinjavanga ellarume HERO than.	Tamil
Ethana naalaiku Tha #Thala ah Mass ah ve pakurathu.. konjam class ah Vu papom	Tamil
Enna gethu enna style super thala da	Tamil
from 1:10...rahman and shankar sir mark..	Tamil
Dei Namma aalu Vijay sethupathi irukkida. Mutheeeeiiiii	Tamil
Super aana thala kku set aakale	Tamil
Pakka mass  namba MAKKAL SELVAN VIJAY SETHUPATHY..	Tamil
Vijay sethupathi Ku screen time trailer la yen kamiya iruku ? 🤬	Tamil
Marana waiting  for DARBAR pongal	Tamil
Trailer to bakvas laga kuch pata nahi chal raha he. Only fighting hi dikhai de rahi he	other-language
Aisa Lagta Hai pink ki copy hai ya movie	other-language
Love you Thalaiva	Tamil
Mass anna dhanush like fans	Tamil
Pure bharat ka no.1 hero chiyan Vikram	other-language
Osm trailer 🤩 2019 best trailer Bigil🤩 Hero🤩	Tamil
2:01 kola kandu la iruken mavaney kollama Vida maaten....semma	Tamil
Vishvasam trailer pathutu thirumba Itha pakuravanga like pannunga	Tamil
indha diwali bigil pola. kaidhi dhan.	Tamil
Over build up venam venam...kabalai maari	Tamil
Rajini fans!!! Bobby simhna fans!!! Vijay sethupathi fans!!!! Simran fans!!! Trisha fans!!!! Sasi kumar fans!!!!! Nawazuddin Siddiqui  fans!!!!  Clicklike	Tamil
Akshay Kumar Sara rock amazing look	Tamil
Kaithi padam paathutu vanthu trailer paakravanga like	Tamil
No body can replace you sir. ‍	Tamil
1:55 - To all THALA - THALAPATHY fanzz   That dialogue !! 🥰🥰🥰🥰	Tamil
Oruthar mela viswasam katradhunaala Innoruthara ya asingam paduthringa Hadsoff thala	Tamil
Ellarum attendence podalam how many members eppo trailer pathutu irukenga Hit like ...	Tamil
vjs anna samma mass trailer... so cute vjs anna	Tamil
Allready ippa thaan kala and 2.0 la ungala paarthoam so udanevaa ,Konjam gap vidungga ,paarkka boar adikkuthu ...	Tamil
Wait until seeing full movie don't put Tamil comments...	Tamil
Silurkkuthu udambula innum padam yepti irukka pogutho .marana mass verithanam	Tamil
sama sama sama thala last dialogue nachunu eruku.lovely voice for Ajith.	Tamil
Just amazing thalaivaaaaaaaaaa  ARR sir u r that Best  ( BGM )	Tamil
neraya neraya neraya neraya neraya neraya what a voice semma.	Tamil
Marana waiting for ner konda paarvai fdfs ku	Tamil
Marana masss luv you Thala Yuvan magical BGM VERALEVEL 0.46 BGM theriiiii 1.44 Thala paarvai killer	Tamil
Evlo naal tha Diwali kku unga Vijay ae varuvaruu   Intha yr Diwali enga anne  #kaithi   Naaanga thaa	Tamil
Iruku Diwali Ku Tharamana Sambavam onnu iruku	Tamil
Pink trailer-14 Milion with 80k likes Nerkondaparvai-17 Milion views with 850k likes	Tamil
Bollywood ki Pink movie jaisi lag rhi h	other-language
Kilavanukku Verum guest role. Lots of court dialogue scenes, ivanukku tamil tadumarrum. Distributors mulichu kitta seri	Tamil
Ennagada trailara release pannittiga.....ok thala good mve choose panni irukkaru	Tamil
Unbelievable trailer paatha 75 per cent people ku mela like panni Irukkaanga ... Dir . Lokesh sir	Tamil
anirudh fans hit like here	Tamil
Dai sombu thukki vm unaku than antha dialogue proud to be an beriyarist (theruncbu thanda thappa type panni irrukan)	Tamil
I think tapsee did better job	Tamil
Idhu thai pongal illa... pettayila nadakkum pongal.... indha pongalukku rajini kuda sweet sapuda poram...	Tamil
0:09 epadi mela vantha nu . Mela irukaravana pathu thana keka mudiyum ???	Tamil
Anirudh ji sirappana tharamana bgm ji🤙🤙🤙	Tamil
vikram anna mass theyrikuthu trailar vera level	Tamil
Pullingo.... gethi  ayya.... saami..... Bigiloda  pls   kaithiya vidatheenga ...🤣🤣🤣🤣🤣	Tamil
Sivaji kku birahu Pakka Rajini movie...All time blockbuster  aaha VAALTHUKKAL	Tamil
1m likes kooda oomba mudila   Fan base matter	Tamil
43k haters ungaluku ela tamilisai mathiri dha pondatti varuva	Tamil
Normal ah than iruku over ah laam illa expect panra aalavuku onum illa	Tamil
Lokesh kanagaraj screen play Vera level bro .....	Tamil
youtube ah hang ayidichi ithu thaanda thala yoda gethu	Tamil
Power rangers padam patha Madri iruke 🤔	Tamil
Kola kandla iruken movne kollama vidamaten super thalaiva	Tamil
Thala dialogue delivery vara level marana waiting NKP movie	Tamil
Ithu enga Pallathur la edutha padam	Tamil
Pongal Ku intha trailer mattumae pothum polayae. Kola mass Thalaivar	Tamil
Dialogues , BGM, Danush acting, Vetrimaran Padam <3	Tamil
Pink  but nerkonda paarvai 200	Tamil
Sivakarthikeyan fans ayittulla malayalikal like here	Tamil
അസധോമ സദ്ഗമയാ .thala adv.lal Krishna is loading..	other-language
Pullingo likes bigil, men like kaidhi	Tamil
Thalaivar vantha vudane meluguvathi anaiyutu appo seeman out haaaaaaa	Tamil
Thalapathy kaaa... I am waiting	Tamil
Yaru lam valimai movie kku wait panringa	Tamil
oruthar mela viswasam katrathukkaga innoruthara asinga paduthaathinga ....&1:37 thala ultimate	Tamil
Talaiva super ... super ... super	Tamil
Vera vera level thala..  Yuvan is back..	Tamil
Vijay Sethupathi Fans Hit like	Tamil
Style mannan...... Wow.......super star........paakurom intha kalliyoda aatatha.....peta ....	Tamil
Next Diwaali 2020 Namma Thala Diwali Than Kola Waiting	Tamil
Fight scene sema masss ah irukum	Tamil
Padippu Mattum Eduthukudave Mudiyathu Sidhambaram....Slang and Dialogue...super	Tamil
final dance vj tv ennama ramar mathiriye iruku	Tamil
Indian best director  sankar baru superb......	Tamil
Visel parakada video like plees tamizan	Tamil
Haaaa...... Mass!!! Marana mass rasichu direct pani irukaru Karthi. Rajini so smart and stylish.	Tamil
Maranam massu maranam adhuku avar dhan porandhu varanum...	Tamil
Dis like pottha potta pasangala nigala nallave irukka mathynga by thalabathi veriyan	Tamil
Vaanga da vaanga da vaaanga da thaalaaaa	Tamil
Kaithi na likes podunga   Bigil na dislike pannuga	Tamil
Omg! THALA 🥰 Last dialogue 'oruthanga mela viswasam katrathuku,  inoruthara ethuku asinga paduthiringa'. Simply H. Vinoth writings	Tamil
Oruthar mela nenga #Viswasam Katurathuku innoruthara Ae Asinga PADUTHURIGA....   Thala nega vera level 🤙🤙🤙	Tamil
Petta thalaiwar maassss   Simran mam sema alagu  My darling chlm 3sha sema cute   Petta sema trailer	Tamil
Valimai views and like will be ....	Tamil
Next cm rajini the boss serrupu addi to amaikari Simon puluman	Tamil
Night kulla 10 million views 800k likes thandumnu solravanga like podunga	Tamil
Looks like a video game.. Very funny	Tamil
Oruthar mella viswasam katrathukaga inoruthangala yen asinga paduthuringa	Tamil
Movie paathutu trailer paaka vanthavanga like podunga	Tamil
Colour tone semmaya iruku,cinematography vera level..	Tamil
Full Movie dalo handi my yr	other-language
Vjs entry 1:37 Vera level uh	Tamil
best under 7000 rupees mobile	Tamil
Oruthar meethu visuvasam katurathuku.. inoruthara asinga paduthuringaleeeeee... Thala mass dialogue...	Tamil
Vaanga thambi #Vivasayam padam ah vanthu token onnu pottukonga  Innum evlo Peru da padathula mattum vivasayatha kapathuvinga	Tamil
Kaithi padam pathutu vandhu  Trailer paka vandhathu yaaru?	Tamil
Ippam enna panna porom???  Sweet sappida porom...	Tamil
Ticket rate kami pannugapa.. theater le pakuno anttu Aasya erukko.	Tamil
GVP killedd the bgmmwathaaa kolaaa masss bgmmm	Tamil
Padam Partha piragu Niraya Per like Poduvanga  Pola .	Tamil
Thalapathi fan.But dislike panna manasu varala	Tamil
Nice trailer 🤜Sk.fans.like u .r super hero.. trailer	Tamil
Thala vs Sungaraj sundey fighting I'm waiting	Tamil
Next year national award   Competition   DHANUSH ( asuran) Karthi( kaithi) @rya (makamuni)	Tamil
Superb nai super star rajini sir	Tamil
Kola Kaandu... Thalaiva waiting Thalaiva ..........	Tamil
2.0 le 10 minutes Thalaivar style kaatti padatheya kaapathittaar, intha padam fulla stylum mannerism na padam Thiruvizha thaan	Tamil
Age aagala thalaivaa theatrela meet panvomAaaah...dishium....Viswasam....	Tamil
sethu than mass da vera yarum illa da... Vijay sethupathi da.....	Tamil
Ajith Sir.....neenka viswasama vanth NERKONDA PARVEY Asathiteenka sama mass class	Tamil
Sema sema sema sema sema  super THALA.	Tamil
Neenga viswasam ah irukkurathukku mathavangala yan asinga paduthuringa....#Thala...Vera level.....	Tamil
THALAIVAR  RAJANIKANTH SUPER STAR   FANS HIT like	Tamil
Innoru nadigar mela visuvasatha kaata THALALAIYA  ennda dislike panni asingapaduthuringa #THALADAWW	Tamil
Amitabh ji Amitabh hai.... Baki sab chini kam	other-language
Naladhan eruku...ada nala eruku yah... Let's hope the same in theaters	Tamil
Bigil ku opp a tharamana Padam	Tamil
Evvalavu periyaa aala aanalum indha madiri character roll ungala than mudiyum thala	Tamil
Iam Vijay fan but ragini kalakaporaru	Tamil
KARTHIC acting super LOGESH KANAGARAJ direction nice KAITHI movie KARTHIC dialogues veraleval  Total full movie marana mass	Tamil
Sema...last dialogue awesome....sanda pottu edukku saaganum...neenga daa diwali hit tu..	Tamil
Enna alagu thalaiver mass super  star rajini	Tamil
Summa athiruthulla... thalaivar semma mass... Reloaded 2.0 ha..ha..haaaaaaaa...	Tamil
Love uuu superstar... Jzt killed it..	Tamil
KBalachandhar  Mahendhran  Sp muthuraman  P.Vasu  Suresh Krishna  Ks ravikumar  Shankar  Karthik subbaraj	Tamil
Kathi movie song tune pole ond	Tamil
Innum 51K views irukku.... Oru view pathuttu oru comment... Innaikku ni8 kulla 10M views and 100K Comments... Therikka vidrom	Tamil
Who is getting goosebumps like a #Vadachennai #Asuran #kolaMasu	Tamil
Navaj and rajni sir suprhit h boss	Tamil
Tamil 300 k nd hindi only 100 k 🤔🤔	Tamil
Trailer likes romba kammiya irku... Thala fans ena panranga	Tamil
You like this trailer hit a like	Tamil
kk na kena koo koo** kedigala koondoda pudikravaru nu sola vanthan...	Tamil
Namma kitta guard irundha eduthupunga , kaasu irundha pudigipanga,paddipu mattum vanga mudiyadhu dhanush dialog	Tamil
Thala  sema....  Trailer ethana thadava pathalum semaya iruku... OMG...padam epo varapoguthu... eager ha wait pandra....	Tamil
Thala fans   thala mela viswasam kadanamun Thalapathy yen asingapaduthiriga	Tamil
Thala ya Thani eduthutu vandhu irundha ......	Tamil
Dhanush Anna what a Screen presence! Paaaaaaaaaaaaah! Sure Blockbuster #Asuran	Tamil
Talivaru Sama Sama Sama masss paaaa	Tamil
Sk Fan from Andhra pradesh hit like	Tamil
Thalapathy 64 kuu wait panravingaa like  podungaa	Tamil
kailasa nattuku poganumnu nenaikuravaga like pannuga :) :) :)	Tamil
Ellam avan seyal movie madri iruku	Tamil
nkp Vetri pera thalapathy rasiganin valthukal	Tamil
Fake likes&vivews iruntha trending no1 varaathu saaho teaser innum trending la varathathuku athan kaaranam	Tamil
Enna thalaivar acting la thookala erukku ,tharaman sambavam irukku pola pongalku	Tamil
200K Likes Needed for 1M Likes	Tamil
Thalaaaaaa I love you SK SIVAKARTHIKEYAN Anna fans	Tamil
Semma mass Vera level Danush Anna	Tamil
467k views 428k likes   Power of THALA Ajith	Tamil
2018 vada chennai 2019 asuran 2020 vada chennai2 2021vada chennai3 salute to best combo of tamil cinema	Tamil
Innum neraya,neraya neraya,neraya neraya edir paakuroam ......ppphaaa terrific trailer... thala nee vaaa thala	Tamil
Vijay Sethupathi Ku Motta rajendran voice kudunga paaa....	Tamil
Andha 1:55 min la varra dialogue uhh dislike pandra anils kku correctahh porundhudhu	Tamil
Rajani super star na super Da style super	Tamil
Nerkonda paarvai world wide release August 8 get ready thala bloods	Tamil
It seems like that Nerknoda paarvai would be better than Pink....THALA	Tamil
Hindi movie a sarukhan nadicha padam apidiyea erukku	Tamil
Thalaiva superb.. super star   rocks...	Tamil
Kaithi ye ipdi na... Thalabathi 64	Tamil
thuuuuuuuu enda ithuthana 450crs vfx movie.....pesama antha budgeta rajamouliku koduthiruntha innum better a massa edthiruparu	Tamil
Nawaz is going a long way..	Tamil
Thalapathy 64 trailerku wait panuravanka like ah podunka	Tamil
600K likes wow.. Next target 700k likes..	Tamil
yarellam continues ah trailer eh paakuringa	Tamil
You kena tunggu lebih lama lagi untuk tahu saya ...chiyaan vikram speak malay  ...Any Malaysian here??	Tamil
Makkal Selvan fans our like podungo	Tamil
Pahhhhhhhhhh      sema mass	Tamil
Aasuran based on novel named vekkai by poomani.	Tamil
Padam release agumvarai Trailer ah pathu veri ethuvom	Tamil
smiran fans like podunga semma azhaga irukanga 15 yrs back pona mathiri	Tamil
Thala the mass...dislike panna anil kunjis	Tamil
Trailer mairu madiri iruku.kandipa flop tha	Tamil
wowwww thala vera Laval  thala daiiiiiiiiu massssssss	Tamil
Bigil vfx ku ithu parvala, nice kathi team....	Tamil
Vijay Sethupathi Fan from Telangana	Tamil
Semma ungal  ulaippu vetripera vaalthukal...	Tamil
Kis Kis ko vfx bekar lage like thoko	Tamil
The perfect movie for independent womensthalaaaa	Tamil
Batman+24 movie+krish = HERO......sonthama yosingada dei	Tamil
Thank you vinoth sema sema mokka	Tamil
Rajini u r finished.... after visvasam trailer	Tamil
thayavu senji antha shratha srinath voice ah mathunga da..antha dialogue ku intha voice set eh agala..mathapadi ellam super	Tamil
Any Telugu vikram fans here fm            AP/telangana??	Tamil
Thank you vijay sethupathi....for acted at syraaaaaaaaaa......	Tamil
Entha Getup potaalum Suite Aagaruth Un orutharukku Mattum thaan Ya. Nee Nadigan Da .	Tamil
2019 mai Sirf Modi PM banege Desh ko external Invasion sai bachaana hai Dosto and Jai Hindutv	other-language
Thirubi vannenu sollada   rejinidaaaaaaa	Tamil
Pinnadi...man of steel bgm oduthu...  keta payan yuvan	Tamil
Thala Vera levellll massssss spectacular semma actingg	Tamil
Wow wow wow  thala daaaaaaaaaaa	Tamil
Semma semma semma  Vaazhthukkal Dhanush from #ThalapathyFan	Tamil
Thala ah class ah pakka evlo perukku pidichurukku	Tamil
Petta paraak.rajin sir is still young	Tamil
Ja bara ukil babu ekhane action korchhen dekhi🤔	Tamil
Ajith + U1 combo ultimate (star) combo	Tamil
Kaithi -  like  Kaidhi- comment	Tamil
yarellam padatha pathutu vandu trailer pakuravanga  like podunga	Tamil
thala mass + yuvan sankar Raja music	Tamil
thalaiva innoru tharava pa. Ranjith oda padam pannathinga... Ithallavaa namma thalaivar	Tamil
Inthamaari neraya neraiya neraya...goosebumps movement  Thala on fire	Tamil
1:46 - 1:47, padam paathavangaluku mattum thaan theiryum evlo goosebumps aana scene athu nu! Tharamaana padam	Tamil
Thalaiya intha mathiri paathu romba nall achi movie thala fans ku sema treat ah irukum	Tamil
Movie 2nd time pathen semya iruku kalakitinga, karthi, lokesh, sam CS verithanam	Tamil
Yaru viswasam teaser ku marana waiting like  pannunga	Tamil
#Yuvan bgm sothapal set agala at last seen	Tamil
Padam mass uh iruka poguthu...tha... Vera level da...thalaivar	Tamil
Telugu Rajini sir fans yevverina unnaraa........	Tamil
ѕєmα thαlαívααααα í lσvє чσu ѕírαpαnα.....thαrαmαnα.... pαdαm.....pσngαl .....fєѕtívαl ......	Tamil
Apppapa mudiala pa... extended teaser ...Shankar big flop	Tamil
Heroine look aishwarya rajesh maari illa	Tamil
Gv Praksha  music semaa pa	Tamil
Enada posukunu Virginia ilaya nu ketuta?	Tamil
Prabash kidha kuda nerunga mudila	Tamil
Rajnikanth Sir lovers  ?	Tamil
Ennada vfx idhu ivlo selavu panniyum cartoon madri irukku	Tamil
Vera level marana mass trailer.vikram sir kola mass kaatiteenga.	Tamil
Kanna Ithu Anbu Samrajyam, Rajini Samrajiyam- Rajnified- Ultimate.	Tamil
Innaiku trailer paakuravanga mattum like podunga	Tamil
1:34 Enna ma magic katraru pahhhh Vera level masssssssuuu	Tamil
king of kollywood Thala Thala Thala.	Tamil
Solama kolama ipidi thideer treat aaa....wow	Tamil
Night kulla 740 k likes reach aagumnu solravanga comment pannunga thala rathangale	Tamil
0:47 0:45    azhaguu    Anyone missed mass maranam song like me ?	Tamil
Last Dialogue : Oruthan mela viswasam kaatradhukku inorthavanai yen asingam padithirenga :) :)	Tamil
Ooyar jaadhi en  sunny ku samam	Tamil
Ada de Namma muttu muttu teejey Maari therithu	Tamil
Anil Kunjunga Romba romba romba paaaaaaaaaaaavam Wooooooooooooo	Tamil
Marana mass thala last dialogue vera level	Tamil
I am waiting by Thalapathi fan	Tamil
suri eppadiyo kashta pattu oru mokka comedy pannitaaru	Tamil
Paaka thaana poren intha kaaliyoda aatathe-die hard rajni fan from Kerala	Tamil
Reminds me hellboy vit cigar.... Masss @ chiyan vikram	Tamil
Unique one logesh kanagraj never disappoints  simple ah sollanumna raaav ah iruku	Tamil
