Dislike adichavarodu pucham maathram.. Lal fansine uddeshichu maathramanennu thettidarikallu kettođŸ¤£	Malayalam
peter hein nte stunt ella cinema il um ore pattern aanallo	Malayalam
Thuvanathumbikalile jayakrishnane orma vannavar like adi	Malayalam
Tovino ishtam Tovino fans like adi à´†àµ»à´¡àµ à´¸à´ªàµà´ªàµ‹àµ¼à´Ÿàµà´Ÿàµ me	Malayalam
Ohoo mamooka powlikum ee jati tralier making kiduwee	Malayalam
Kalabahavan shajon laleetane chathikkum athe urappa trailer kandappo manasilayii	Malayalam
Chicking ile freezer il poyi nokkiya mathi aale kittum	Malayalam
Onnum parayanilla. Vere leval movie ayirikkum	Malayalam
Cinema kand kazhinjitt trailer kanan vannavarkk ivde like adichittu pokam	Malayalam
Lufier trailer kandu odiyan kandavar undo	Malayalam
Raju ettaaaa ningal Vera level	Malayalam
Ithoru onnonnara ITEM avumenn urappullavar LIKE ADI à´²à´¾à´²àµ‡à´Ÿàµà´Ÿàµ»	Malayalam
Late aayi vannalum latest aayi varuvenne	Malayalam
Woow woww wow	other-language
Lokal poyi Madhura raja teaser kanada	Malayalam
Oru marana mass chitramaavatte laleeta lucifer	Malayalam
Kuru potti olikknna 1k poojappura fansđŸ¤£đŸ¤£đŸ¤£	Malayalam
adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema	Malayalam
17 K views 102 K like  10K dislike	other-language
Mohanlal prithvi fans like adik lucifer bamber hit akum	Malayalam
Jayasurya mass after long time.podi pooram	Malayalam
Mammukka ningalau muthhaaa oru rakshayilaaa kikiduuu	Malayalam
Ettante lucifer 100 cr club kadakumm enn parayunnavar like adicheee	Malayalam
Laalettan fans only hit likes here	Malayalam
Kure per dislike adich kuru pottikkunnund	Malayalam
Dislike adechath alla punnara makkalum anta veral à´¨à´®à´¸àµà´•à´¾à´°à´‚	Malayalam
Jagapathi Babu  a Telugu fan here.	other-language
2n part or kuch related kahani nxt hota acha lagta fans ko	other-language
Fight dialoge bgm oru rakshayum illa	Malayalam
3 million   ettanum pillerum	Malayalam
Ithu rajayude 3 strong Alla ettande Lucifer	Malayalam
E padathinte making ushar aanenu thonunu..  Trailer kanditt padam kandathokem thallipoli aayirnu.  But trailer pwolichu	Malayalam
Samyuktha vendayirunnu. :(  Aishu pwoli ann	Malayalam
Trailer erangiyilla adhinu munpe pedich thoori dislike adikunna mammunnyolikal	Malayalam
Dislike adikunna mandanmar ariyunnilla ithu open akkiyal views nte ennam koodum ennu	Malayalam
JAI LUCIFER JAI LALETTAN JAI PRITHWI	Malayalam
Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck	Malayalam
MAMMOKKENTE ( BIG B2=BILAL )veranam ennu agraham ullavar undoo	Malayalam
Bro support koduthilenkilum dislike adikkathirunoode .	Malayalam
Aaa kochu edhaaa real fighter kannukalile theepori kidu	Malayalam
You use bots for likes and views	other-language
swandam recordukal thanne thiruthunaa  nadan pulimuruganekal odane daivame	Malayalam
Suraj ettan fans fans like ivide	Malayalam
Eid usharakkanam ..Ithiri late ayalum nammal polikkum. Mammukka sa	Malayalam
3 * 2 strong............... Rajuvettaaaaa u nailed it	other-language
E padam hit akum enn urapullavar like adikan ulla sthalamđŸ¥°đŸ¥°đŸ¥°	Malayalam
ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya	Malayalam
Ee trailer kandapo KGF ormavanavar  adikk...	Malayalam
Ith oru onnonnara item aayrikkum	Malayalam
Njan mammoty fan Ann pakshe enikk ishtapettu	Malayalam
Pirates of carbien aarum kanditilananu mone ninte vicharam	Malayalam
Ravananaya avane nerkkuner illathakkan oru maha avatharam thanne vendi varum	Malayalam
Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli	Malayalam
Ettan mass kanikkan thudangiyath innum innaleyumonnumalle makkale	Malayalam
japan ne kali aakan maathram nammal aayitilla suraj ettaa :/	Malayalam
im a katta lalettan fan....but ithu hit aaakanam..heavy	Malayalam
Katta vishayam oru rekshem illa etta fdfs	Malayalam
Dislike cheyunavanoke ethu naarikal aanenavo.... Chathude...   Kidukachi trailer vanetum dislike 1.1k Kashtam preshakare...	Malayalam
Oru dubbing padathinte trailer pole.  kidu	Malayalam
Myarakam ikka  Hollywood direction and visuals	Malayalam
Mommookka mass entry....        By a lalettan bhakthan....	other-language
Ini kando... Adiude Ideude Vedi pooram......đŸ§¨đŸ§¨	Malayalam
Innu trailer'um	Malayalam
Aa kannukal mathram mathi a character depth mansilkan laletta.....	Malayalam
Trailer Oru rakshyum illa adi poli jayettan takarkkum	Malayalam
Dislike adichavarokke  ith okke kanditt engane dislike adikkaan saadhikunnu uvve	Malayalam
Waiting  from  die hard rajuvetan fan..	other-language
Ee Padam Kolamavukayaanengil it will be because of Peter hein	Malayalam
Movide peru kandu dislike adikaan vannatha	Malayalam
Avalude name veykkunille avar lead cheyyunna film alle..	Malayalam
6000 suscribe ulladhil itt 22k suscribe414kview 91k like aaaakiyya ikka mass	Malayalam
Kidu bgm for ikka kidu movie super	Malayalam
MAMMOOKKAAA....  NIGHAL MUTHAANU....Nighal kola maassalla...  kolaveri maasaanu.....	Malayalam
Ittimani film kandathinu shesham evide vannavar like adikku pinne replyum theru	Malayalam
Deleep atta padam orappu maga hit	Malayalam
ee padam 8 nilayil podannamennju prarthikunnju	Malayalam
Ikka i lv uuuuu big screen kandolan waitinggggg	Malayalam
Ee padam hit aakum ennu orappullavar enik oru 100 like taa	Malayalam
trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu	Malayalam
Ayye poraaa.... lalettan nu role ille??	Malayalam
Vineethangil adu supero super chodikanundo allea vineetheaaa	Malayalam
Fdfs vare wait cheyyan pattilla Ijjathi ittam Mamookka	Malayalam
Owf Poli......angane oru paad naal kazhinj oru Nalla cinima kanaan povnu	Malayalam
Enta ponno ikka kalakum van trailer	Malayalam
Entammo ikka powli powli ...heavy item	Malayalam
Ee trailer vachaaanooo luciferinodu muttaan varunnath	Malayalam
Odiyan 2D Animated trailer	other-language
16 k views  55 k likes	Malayalam
11million aayo enn nokaan varunnavarundo ??	Malayalam
Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan	Malayalam
Inn ni8 full repeat adich kanan ponavar ivide like adicholu	Malayalam
Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie	Malayalam
Edakku oru hollywood movie scene keri vanna pole ennikk mathramano thonniyath....?	Malayalam
Just 1min      etra per page il und	Malayalam
Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super	Malayalam
Moood poyi mood poyi aa sabune kandappol mood poyi	Malayalam
Dislike adicha pullanmarude mugathulla adiyavatte oro likum	Malayalam
Ekka @ madhura Raja and lalettan @ Lucifer... 2 padam iragan pokuvane...oru tight competition prethishikkunnu	Malayalam
@02:19 Ee scene theatril polikkum .... Lalettta :):>3	Malayalam
njaghalu katta waiting aanu...nov 21 aavunnillallo ennoru pbm	Malayalam
Vivek oberoi best villan powli đŸ¤©đŸ¤©đŸ¤©	Malayalam
E trailer 5 il kooduthal kandavar like	Malayalam
Kalathu ezhunnettu ee trailer kanumbol oru unmesham kittunnudu	Malayalam
Trailer oru rakshayum illa 3 vattam kandu  Not the point aarudeyum fan alla	Malayalam
Ambooo Roman ezunettu  EPIC loading	Malayalam
Powlii powlii...last dialogue comedy anenkilu kidlm tyming	Malayalam
Oru rakshayum illa ikka ingal yendhon manusyanaaa itihasam	Malayalam
Trailernu katta wait cheythirikkunna ethra aalundu ivide	Malayalam
Kashttamund!! Paavam chinnane enthina konne???Rakshapeduthi koodarunno?Minister Rajayil chinnane pratheekshikkunnu...  Chinnaraja fans adi like!!!	Malayalam
Happy birthday  day my mammookka	other-language
oru rakshayum illlla. orappicho muruga ninte mukalilekkk oru asuravithinte idivettu entry kathninnooo 100 crore club  adichaaaaaach	Malayalam
Priya kuttoos nte teaser aayinankilu eppaze million views aavateenum	Malayalam
Aa last nadatham kanditt best actor orma vanna arelum undo..?	Malayalam
Ente ichayooo....  Athre parayunnulluuu.... Ennu manasil karuthiyavar hit like here.....	Malayalam
Police ill minimum  hight elle  Aju oke police	Malayalam
500k enn paranjitt 410k ullollo real time views đŸ¤£	Malayalam
Lalettane prathheeshich ithuvazhi vannavar like	Malayalam
Orika kanda veendum veendum kanan thonnum..	Malayalam
Stars nu pakaram Nalla cinema'ye support cheyyunavar adi like..	Malayalam
Haavu samadaanamaayi  Editor mahesh narayanan	Malayalam
Dislike cheydha thendigalk releasin kaanich therum nangal endhan mamangam enn	Malayalam
EyyaLu Nthu Manushana Oru Rakshayum Ella Kidu	Malayalam
Ee nanchakottayill arudeyuum kanneeroppaan vannathalla njan..pakshe karayikunnavante okeyuum thala njan adichu polikuum!	Malayalam
ikkante mugham illathe thanne super mugham koode kanichenkil enthavum avastha	Malayalam
Rajuvetta ningal mass annu.  Ammoo enna oru feel.  Laletta	Malayalam
Uff mwonr kinnam kaachya item	Malayalam
Appo nayakan mammukka alley.....e piller aaaana	Malayalam
madhura rajayum  usharavatte ...from a lalettan fan .	Malayalam
CHANDU vine orma vannavar ivde common	Malayalam
Sambavam kollam but	Malayalam
Mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku Ella industrikaleyum vettichu nammade Malayalam industriye unnatangalil ethikanam	Malayalam
Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......	Malayalam
Please Upload moha mundiri video song	Malayalam
Ee padam kand chirich pandaram adangi	Malayalam
Trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla	Malayalam
Trailer kandapol bahubali orthavar like adi	Malayalam
Hvy iteam	Malayalam
212k views	Malayalam
Njan aashupatriyiloottu pookuvaa...ullla roomamellam roomanjichu parinju pooyi..baakki ulllathu pongithanna nikkuva..etttan maatana maaraka maasss*	Malayalam
Fight vere level teateril paper kure keerendi varum ichayoooo	Malayalam
Trailer vere level Anu makkaleđŸ¤©đŸ¤©Mammookka uyir...   mamangam_november 21	Malayalam
Ethilum valiya masSs eni ella  Padam 100 crore loading	Malayalam
Cinima 2 aam vattam kanan paisa illanitt trailer veendum kanunnadh njn maathramano?	Malayalam
E padathil elllavarum und but pottiyal ellam pogum....... Appurath Yama Dan kadha verunnund madhura raajayum Ethayalum all the best	Malayalam
mammookkayude scenes pause cheytu kandavar arokke undu	Malayalam
mammootty kazhinju vere oru nadan malayalathil illa karanam etavum last mammootty Anu	Malayalam
Pokiri Raja nte athra odulaa ee chithram eniku thonunnu....	Malayalam
Gopi sunderinte teaser bgm kaliyakkiyavarkkulla marupadi koodi	Malayalam
Eee oru movie à´•àµà´£àµà´Ÿàµâ€Œ mohanlal fan aakumennu à´¤àµ‹à´¨àµà´¨àµà´¨àµ katta waiting	Malayalam
69 years old Megastar  Nammude Mammookkaa oreee poli mammookkaa	Malayalam
Releasinte aan thanne pokum ennu   Urappullavar adi like	Malayalam
lalettan marana mass..intha movie bayangara hit adikkum...love from tamilnadu	other-language
Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu	Malayalam
Trailor kand 8 nilayil pottum enn thonunnu mumbathe pole tholvigal vaari kootan thudangunnu	Malayalam
Vineeth sreenivasan presents	Malayalam
Unni Mukundan fans like here	other-language
Ikkaye kanan vendi mathram fdfs urapichavar like	Malayalam
Ente ikkkaaaa kola mass YouTube hang aanu makkale	Malayalam
Gopi Sundar and ikka fan from malappuram	other-language
Dislike myrolikalk ulla kandam Madhurayil orukkiyittund enn parayan paranju....	Malayalam
yeshu das saarinte oru song ithil pratheekshikkaavo	Malayalam
1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan	Malayalam
#HAPPY BIRTHDAY   |  SULTHAN OF MALAYALAM CINEMA | #MAMMOOKKA	other-language
8hr 2 million viewers one name laletan ...n prithvy	other-language
Lucifer pola nalla oru padam avatte	Malayalam
10M adikkum ennullavar aadhyam like onn adiche	Malayalam
Malayalam aayi onmilla   eattn polikm	Malayalam
Njan mathram ano padam kand à´µà´¨àµà´¨àµ veendum trailer edth noki veendum padam kanan poyathangane à´ªàµ‹à´¯à´µà´°àµâ€ à´…à´Ÿà´¿ like	Malayalam
2013 drishyam 75 cr 2016 pulimurugan 150 cr 2019 Lucifer any guess???	Malayalam
Lastilathe punch kaanan mathram veendum vannavarundel chummathonnu njekkiyechum poike	Malayalam
Nice	other-language
Pwlichu........... Ikkka pwlichu  à´®à´¾à´¸àµà´¸àµ à´ªà´Ÿà´‚.. ... Hollywood cut..	Malayalam
Trailer erghunathinn munbb .kanathe dislike adichavanmaar verum verum..... Feeling pucham to u all	Malayalam
Ambooo  Ettan kidu acting  Raju Ettan poli making	Malayalam
onnum parayan Ila...mammokka polichu.... Thakarthuu.... đŸ¤©đŸ¤©đŸ¤©đŸ¤©	Malayalam
Suraj ettan soubin ikka enn kelkkumbo thanne oru nalla cinema yude smell adikkunnund.waiting for releasing	Malayalam
Ejjati item ettan pwolikkum all the best raju etta	Malayalam
Ohhh my god... endhokke looks aanu...  onnum parayaanillaa... katta waiting lalettaa...	Malayalam
Madhuraraja teaser ethaanenkil trailer enthaayirikkum April kazhinjaal theater ok kaanumo aavo	Malayalam
After 1M views & 150K likes	other-language
Sheriyaya views ano allengil youtube lalettan hang akkiyathano ennu samshyamullarkku like adikkanulla thumbu	Malayalam
Enthonnadei ithu pulimurugan tamil remake ađŸ¤£đŸ¤£đŸ¤£	Malayalam
10 million ayo ennu nokkan varunnavar like adi	Malayalam
Thalachorilla budhiyum illatha 11k aalkkar . Ninte okke thalakku ooolamanooo	Malayalam
Ella cinimakaludeyum trailer kanunathe habits aakkiyavarundo	Malayalam
Trilar kanditt padam. Valiya pratheeksha illaa	Malayalam
Wtng laletta...	Malayalam
Looks like netflix series oru film aayi coloring Mach aavunnilla	Malayalam
ooro secondum mmakkayude entrik vendi waiting aayirunnu	Malayalam
Mammookem Pillerum Ithil Polikkum Ennu Urapullavar Like Adich Pokko	Malayalam
tovinok pakaram unni mukundan mathiyarunnu....	Malayalam
Panieduthittu padikkan verunnavante kayyude thazhambumkondonnu kittiyal mathi ....Pinne joraa	Malayalam
Soundil  kurachukoodi  bass koodi  undayinnel kidilan	Malayalam
Lalettaa & Rajuettaa go ahead	other-language
Love you mammoookhaa.... Mammookha fans hit like	other-language
Lalettan faanan but ee trailer kidukki tto	Malayalam
Adipoli	Malayalam
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka	Malayalam
Padam polikunna thonnunne Soubin oru pradhibasam thanne Ambili kandit oru onnonnara fana ayi njn	Malayalam
Prathviraaj	Malayalam
Ravananaya avane NERKKUNER ILLATHAKKAN oru maha.....	Malayalam
Ithu polulla padam ikkanekkonde abhinayichu kanikkan pattu	Malayalam
suraaj  looks like our kunjunni mash......	other-language
Padam kidilan ane oru rakshayumilla pakshe ithpole padam englishilum umd Robot And Frank enn pere athum pwoliyane	Malayalam
Veruthayayi kashu poyi pratheeshyode arum pokaruthe	Malayalam
Super mega hit aaayirikkum  mark	Malayalam
Aaaa mundum pookal shirtum vere arund ithra look	Malayalam
Trailer kidukki..film ith pole nannaya mathiyarnnu.	Malayalam
Njan maathramano comment nu like  kittiyo enn veendum veendum nokkunnath	Malayalam
Enta ponno ithu verae level Iove u ikka	Malayalam
Uff  ente ponoo wait chyan vayye ikka	Malayalam
Ajuvine kandale ariyam on Malayalam role anenn pinne lift kanikkunond aval mikkavarum liftil kanum..	Malayalam
Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo	Malayalam
Njan oru mohanlaal fana   Pakshe ith vallathore vishayam filim aaairikkkum	Malayalam
Wow..Maranamaas Trailer  Gopi Sundar bgm oru rakshemilla ttaa...Hit like if u watch FDFS	Malayalam
Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE	Malayalam
Super star rajini sir fans hit likes	other-language
0:15 aa musicinu vendi wait cheyyuva	other-language
Makkale onnum nokkanda ninghal vanna bakkam enna 1:54	Malayalam
Nayika liftil kudungunnu... Ellaarum oodi nadannu anveshikunnu....	Malayalam
Ith kidukkan aakum...  Eagerly waiting... lub you ikkaa from eattan fan...	Malayalam
173k views and 173k likes bakki kore mammunni fans 18k	Malayalam
Mammookaye pole dailog eathu salgilum prasant cheyyan kazhiyillannu ippo eniku manasilaayi	Malayalam
Hit like if you are lalettan's fan	other-language
Trailer kand  romanjam  Vanna ettan  fans like adikn	Malayalam
ithu oru 5 million views aakkanam..	Malayalam
Mohanlal looks like as he was in jilla....	other-language
Thrissur slang paliyenn thonnunnath enikk mathramano?	Malayalam
America atom bomb itittu thirnilaaa pinaa allee bengalikal!!!!!	Malayalam
Onnum parayanilla pratheshakalkkapuram nammakku asvathikkan pattiya trailer  ethra pravisham kandittum mathiyaunnilla	Malayalam
Kidu trailer.  iniyulla Kali ikkayude pilleru nokkikolam triple strongode	Malayalam
Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	Malayalam
Lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallođŸ¤£đŸ¤£đŸ¤£	Malayalam
Padam pottum... Charithram akanamenkil marakkar varanam	Malayalam
Prithviraj. Nighal oru marana mass sambavam	Malayalam
Kerala die hard mohanlal fans like here	other-language
Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam	Malayalam
Odiyan iruttinda raja   Enda ethra Kali kandittulladhaan ne    Odiyan odi odi odiyan	Malayalam
Katta waiting madura raja mammokka kidu mass	Malayalam
Tamil Nadu Mohan lal fans hit like	other-language
Ikkakk..valla  mass padavum cheythude....ithorumaathiri senti...cop	Malayalam
pora	Malayalam
Koora Trailer jattimaanii padam pottum 100percent lalappaaaaa	Malayalam
Ente ponnnuuuuuuu Lalettaaa... baaki oke kili vannit parayam	Malayalam
Cinema iragiyittum view cheyyunnavar like adi	Malayalam
then : kanji adukkatte manikya       now : Kill that bastard    sivane! :/	Malayalam
Prithiraje than ee pani nirthiko enthon kopile padamado	Malayalam
Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..	Malayalam
Maduraraja ikka okke trailer poora Pulimuraganil ninne kure cut eduthittiunde  Villan dadygirija same   Athe irutham	Malayalam
Cinema vizag kandu... Polichu ... Super duper hit	Malayalam
Onnpodaaa challenge inne undo 1 hour 50 k likes annn  madhara rajj kalikann venda	Malayalam
Poster kanditt feel good anenn karuthi kanathe vitu	Malayalam
Mammootty fans polum like adichu pokum adaru trailer	Malayalam
Lucifer onnil kooduthal thavana kandavar onnu like adikku ...	Malayalam
Havy havy super super kidu kidu đŸ¤˜đŸ¤˜	Malayalam
Trailer oru rashilla kili poyi laletta poli anitta	Malayalam
Adhikarappeduthunna gadikaarame. Ithu gadikarangal nilakkunna nimisham. Indian cinemayude mugamudhra	Malayalam
Raja returnssss makkale....ithu marana mass padamaayirikkum	Malayalam
Oru poli polikum 21n ......pooram kanan chry abhinaya ......ang por	Malayalam
endhake paranjalu nammal malayalikalude chungukal lalettanu mĂ mmukkayum thanneyanu laletta kkimamukka kki	Malayalam
Theriyumile	Malayalam
Oru BEST ACTOR feel enikk maatramaano adiche	Malayalam
Lalettante ittimanikk...njanga ikkayude piller vaka best of luck	Malayalam
Antony perumbavor undaya monemarayirikum dislike adikunath	Malayalam
Heavy trailer	Malayalam
Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu	Malayalam
Police ne kuttam parayuna	Malayalam
kidu  katta waiting    mamamookkaaaa	Malayalam
Ittimani  mass ahnn manasuman	Malayalam
Pls pls pls dub in hindi	other-language
Raavanaaya avane illamdakkan oru mahaa avatharam thanne vendi varum	Malayalam
Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa	Malayalam
trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu	Malayalam
Nanmayum nanmayum thammilalla yudhamThinmayum thinmayum thammilaa yudham	Malayalam
7m subcribesundayittum 3.9m views 5m yethikku plz kandavar onnum kudi kaanuga	Malayalam
Aathirapilli pls step back plz Mammookkaa..	other-language
Enna bodyaa mamooty iniyum oru 10 ankathinulla balyam undu.	Malayalam
Njan mathram aano sunny chechiyee kaanan vannath  Sunny chechi uyir	Malayalam
Super trailer avasanathe idi super  But BGM pulimurugan copy	Malayalam
